友家 · 北京新天地4居室-南卧,[朝阳常营] 八通线管庄,10.7 ㎡,3/27层,4室1厅,距八通线管庄站698米,离地铁近|集体供暖|友家4.0 布丁|友家4.0 布丁
友家 · 北京青年城4居室-北卧,[朝阳北苑] 13号线北苑,11.4 ㎡,6/11层,4室1厅,距13号线北苑站1455米,离地铁近|集体供暖|友家4.0 米苏|友家4.0 米苏
友家 · 北京像素北区3居室-东北卧,[朝阳常营] 6号线草房,17.9 ㎡,3/14层,3室1厅,距6号线草房站332米,离地铁近|集体供暖|友家4.0 木棉|友家4.0 木棉
友家 · 北京像素北区3居室-西南卧,[朝阳常营] 6号线草房,19 ㎡,7/14层,3室1厅,距6号线草房站332米,离地铁近|集体供暖|友家4.0 拿铁|友家4.0 拿铁
友家 · 北京人家4居室-北卧,[昌平龙泽] 13号线龙泽,9.5 ㎡,1/6层,4室1厅,距13号线龙泽站1530米,离地铁近|集体供暖|友家4.0 米苏|友家4.0 米苏
友家 · 北京像素北区3居室-东北卧,[朝阳常营] 6号线草房,8.96 ㎡,3/17层,3室1厅,距6号线草房站332米,离地铁近|集体供暖|友家4.0 米苏|友家4.0 米苏
友家 · 北京青年城4居室-北卧,[朝阳北苑] 13号线北苑,10.6 ㎡,6/6层,4室1厅,距13号线北苑站1455米,离地铁近|集体供暖|友家4.0 米苏|友家4.0 米苏
友家 · 北京青年城3居室-南卧,[朝阳北苑] 13号线北苑,20.5 ㎡,5/6层,3室1厅,距13号线北苑站1455米,离地铁近|集体供暖|友家4.0 拿铁|友家4.0 拿铁
友家 · 北京青年城4居室-北卧,[朝阳北苑] 13号线北苑,10.6 ㎡,5/6层,4室1厅,距13号线北苑站1455米,离地铁近|集体供暖|友家4.0 米苏|友家4.0 米苏
友家 · 北京北4居室-南卧,[昌平立水桥] 13号线立水桥,13.4 ㎡,2/20层,4室1厅,距13号线立水桥站529米,离地铁近|独卫|集体供暖|友家4.0 拿铁|友家4.0 拿铁
友家 · 北京像素南区3居室-西南卧,[朝阳常营] 6号线草房,16.1 ㎡,5/16层,3室1厅,距6号线草房站275米,离地铁近|集体供暖|友家4.0 木棉|友家4.0 木棉
友家 · 北京人家3居室-北卧,[昌平龙泽] 13号线龙泽,9.8 ㎡,6/6层,3室1厅,距13号线龙泽站1530米,离地铁近|集体供暖|友家4.0 米苏|友家4.0 米苏
友家 · 北京像素北区3居室-西卧,[朝阳常营] 6号线草房,9.1 ㎡,9/13层,3室1厅,距6号线草房站332米,离地铁近|集体供暖|友家4.0 米苏|友家4.0 米苏
友家 · 玉林东里三区3居室-南卧,[丰台右安门外] 14号线北京南站,12 ㎡,5/6层,3室1厅,距14号线北京南站站1424米,离地铁近|集体供暖|友家2.0 原味|友家2.0 原味
友家 · 北京北4居室-南卧,[昌平立水桥] 13号线立水桥,15 ㎡,8/20层,4室1厅,距13号线立水桥站529米,离地铁近|独卫|集体供暖|友家4.0 拿铁|友家4.0 拿铁
